,index,Periodo,1.Dólar observado,year,mes,dia
4893,2191,1996-01-01 00:00:00,,1996,01,01
4894,2192,1996-01-02 00:00:00,406.91,1996,01,02
4895,2193,1996-01-03 00:00:00,405.53,1996,01,03
4896,2194,1996-01-04 00:00:00,404.76,1996,01,04
4897,2195,1996-01-05 00:00:00,407.33,1996,01,05
4898,2196,1996-01-06 00:00:00,,1996,01,06
4899,2197,1996-01-07 00:00:00,,1996,01,07
4900,2198,1996-01-08 00:00:00,406.16,1996,01,08
4901,2199,1996-01-09 00:00:00,406.43,1996,01,09
4902,2200,1996-01-10 00:00:00,407.54,1996,01,10
4903,2201,1996-01-11 00:00:00,407.71,1996,01,11
4904,2202,1996-01-12 00:00:00,406.63,1996,01,12
4905,2203,1996-01-13 00:00:00,,1996,01,13
4906,2204,1996-01-14 00:00:00,,1996,01,14
4907,2205,1996-01-15 00:00:00,405.77,1996,01,15
4908,2206,1996-01-16 00:00:00,405.95,1996,01,16
4909,2207,1996-01-17 00:00:00,407.12,1996,01,17
4910,2208,1996-01-18 00:00:00,408.06,1996,01,18
4911,2209,1996-01-19 00:00:00,408.7,1996,01,19
4912,2210,1996-01-20 00:00:00,,1996,01,20
4913,2211,1996-01-21 00:00:00,,1996,01,21
4914,2212,1996-01-22 00:00:00,409.59,1996,01,22
4915,2213,1996-01-23 00:00:00,411.94,1996,01,23
4916,2214,1996-01-24 00:00:00,410.68,1996,01,24
4917,2215,1996-01-25 00:00:00,410.92,1996,01,25
4918,2216,1996-01-26 00:00:00,410.4,1996,01,26
4919,2217,1996-01-27 00:00:00,,1996,01,27
4920,2218,1996-01-28 00:00:00,,1996,01,28
4921,2219,1996-01-29 00:00:00,412.95,1996,01,29
4922,2220,1996-01-30 00:00:00,413.86,1996,01,30
4923,2221,1996-01-31 00:00:00,412.76,1996,01,31
4924,2222,1996-02-01 00:00:00,412.29,1996,02,01
4925,2223,1996-02-02 00:00:00,410.93,1996,02,02
4926,2224,1996-02-03 00:00:00,,1996,02,03
4927,2225,1996-02-04 00:00:00,,1996,02,04
4928,2226,1996-02-05 00:00:00,409.77,1996,02,05
4929,2227,1996-02-06 00:00:00,409.49,1996,02,06
4930,2228,1996-02-07 00:00:00,409.98,1996,02,07
4931,2229,1996-02-08 00:00:00,411.38,1996,02,08
4932,2230,1996-02-09 00:00:00,410.08,1996,02,09
4933,2231,1996-02-10 00:00:00,,1996,02,10
4934,2232,1996-02-11 00:00:00,,1996,02,11
4935,2233,1996-02-12 00:00:00,409.48,1996,02,12
4936,2234,1996-02-13 00:00:00,409.34,1996,02,13
4937,2235,1996-02-14 00:00:00,409.8,1996,02,14
4938,2236,1996-02-15 00:00:00,410.14,1996,02,15
4939,2237,1996-02-16 00:00:00,410.19,1996,02,16
4940,2238,1996-02-17 00:00:00,,1996,02,17
4941,2239,1996-02-18 00:00:00,,1996,02,18
4942,2240,1996-02-19 00:00:00,411.44,1996,02,19
4943,2241,1996-02-20 00:00:00,410.6,1996,02,20
4944,2242,1996-02-21 00:00:00,411.76,1996,02,21
4945,2243,1996-02-22 00:00:00,412.34,1996,02,22
4946,2244,1996-02-23 00:00:00,412.11,1996,02,23
4947,2245,1996-02-24 00:00:00,,1996,02,24
4948,2246,1996-02-25 00:00:00,,1996,02,25
4949,2247,1996-02-26 00:00:00,412.34,1996,02,26
4950,2248,1996-02-27 00:00:00,412.18,1996,02,27
4951,2249,1996-02-28 00:00:00,412.11,1996,02,28
4952,2250,1996-02-29 00:00:00,412.53,1996,02,29
4953,2251,1996-03-01 00:00:00,412.58,1996,03,01
4954,2252,1996-03-02 00:00:00,,1996,03,02
4955,2253,1996-03-03 00:00:00,,1996,03,03
4956,2254,1996-03-04 00:00:00,412.28,1996,03,04
4957,2255,1996-03-05 00:00:00,411.13,1996,03,05
4958,2256,1996-03-06 00:00:00,411.1,1996,03,06
4959,2257,1996-03-07 00:00:00,411.07,1996,03,07
4960,2258,1996-03-08 00:00:00,410.5,1996,03,08
4961,2259,1996-03-09 00:00:00,,1996,03,09
4962,2260,1996-03-10 00:00:00,,1996,03,10
4963,2261,1996-03-11 00:00:00,410.97,1996,03,11
4964,2262,1996-03-12 00:00:00,411.54,1996,03,12
4965,2263,1996-03-13 00:00:00,411.29,1996,03,13
4966,2264,1996-03-14 00:00:00,410.71,1996,03,14
4967,2265,1996-03-15 00:00:00,410.92,1996,03,15
4968,2266,1996-03-16 00:00:00,,1996,03,16
4969,2267,1996-03-17 00:00:00,,1996,03,17
4970,2268,1996-03-18 00:00:00,411.53,1996,03,18
4971,2269,1996-03-19 00:00:00,411.94,1996,03,19
4972,2270,1996-03-20 00:00:00,412.36,1996,03,20
4973,2271,1996-03-21 00:00:00,411.97,1996,03,21
4974,2272,1996-03-22 00:00:00,411.55,1996,03,22
4975,2273,1996-03-23 00:00:00,,1996,03,23
4976,2274,1996-03-24 00:00:00,,1996,03,24
4977,2275,1996-03-25 00:00:00,411.75,1996,03,25
4978,2276,1996-03-26 00:00:00,411.68,1996,03,26
4979,2277,1996-03-27 00:00:00,411.9,1996,03,27
4980,2278,1996-03-28 00:00:00,412.07,1996,03,28
4981,2279,1996-03-29 00:00:00,411.64,1996,03,29
4982,2280,1996-03-30 00:00:00,,1996,03,30
4983,2281,1996-03-31 00:00:00,,1996,03,31
4984,2282,1996-04-01 00:00:00,411.64,1996,04,01
4985,2283,1996-04-02 00:00:00,411.43,1996,04,02
4986,2284,1996-04-03 00:00:00,410.78,1996,04,03
4987,2285,1996-04-04 00:00:00,409.94,1996,04,04
4988,2286,1996-04-05 00:00:00,,1996,04,05
4989,2287,1996-04-06 00:00:00,,1996,04,06
4990,2288,1996-04-07 00:00:00,,1996,04,07
4991,2289,1996-04-08 00:00:00,409.74,1996,04,08
4992,2290,1996-04-09 00:00:00,409.06,1996,04,09
4993,2291,1996-04-10 00:00:00,409.59,1996,04,10
4994,2292,1996-04-11 00:00:00,409.74,1996,04,11
4995,2293,1996-04-12 00:00:00,409.18,1996,04,12
4996,2294,1996-04-13 00:00:00,,1996,04,13
4997,2295,1996-04-14 00:00:00,,1996,04,14
4998,2296,1996-04-15 00:00:00,407.71,1996,04,15
4999,2297,1996-04-16 00:00:00,407.17,1996,04,16
5000,2298,1996-04-17 00:00:00,407.27,1996,04,17
5001,2299,1996-04-18 00:00:00,407.05,1996,04,18
5002,2300,1996-04-19 00:00:00,406.62,1996,04,19
5003,2301,1996-04-20 00:00:00,,1996,04,20
5004,2302,1996-04-21 00:00:00,,1996,04,21
5005,2303,1996-04-22 00:00:00,406.97,1996,04,22
5006,2304,1996-04-23 00:00:00,408.39,1996,04,23
5007,2305,1996-04-24 00:00:00,407.31,1996,04,24
5008,2306,1996-04-25 00:00:00,407.28,1996,04,25
5009,2307,1996-04-26 00:00:00,406.86,1996,04,26
5010,2308,1996-04-27 00:00:00,,1996,04,27
5011,2309,1996-04-28 00:00:00,,1996,04,28
5012,2310,1996-04-29 00:00:00,406.38,1996,04,29
5013,2311,1996-04-30 00:00:00,406.81,1996,04,30
5014,2312,1996-05-01 00:00:00,,1996,05,01
5015,2313,1996-05-02 00:00:00,407.28,1996,05,02
5016,2314,1996-05-03 00:00:00,407.11,1996,05,03
5017,2315,1996-05-04 00:00:00,,1996,05,04
5018,2316,1996-05-05 00:00:00,,1996,05,05
5019,2317,1996-05-06 00:00:00,406.57,1996,05,06
5020,2318,1996-05-07 00:00:00,404.73,1996,05,07
5021,2319,1996-05-08 00:00:00,404.01,1996,05,08
5022,2320,1996-05-09 00:00:00,403.89,1996,05,09
5023,2321,1996-05-10 00:00:00,402.25,1996,05,10
5024,2322,1996-05-11 00:00:00,,1996,05,11
5025,2323,1996-05-12 00:00:00,,1996,05,12
5026,2324,1996-05-13 00:00:00,402.71,1996,05,13
5027,2325,1996-05-14 00:00:00,403.06,1996,05,14
5028,2326,1996-05-15 00:00:00,404.05,1996,05,15
5029,2327,1996-05-16 00:00:00,405.03,1996,05,16
5030,2328,1996-05-17 00:00:00,406.5,1996,05,17
5031,2329,1996-05-18 00:00:00,,1996,05,18
5032,2330,1996-05-19 00:00:00,,1996,05,19
5033,2331,1996-05-20 00:00:00,408.93,1996,05,20
5034,2332,1996-05-21 00:00:00,,1996,05,21
5035,2333,1996-05-22 00:00:00,409.31,1996,05,22
5036,2334,1996-05-23 00:00:00,407.46,1996,05,23
5037,2335,1996-05-24 00:00:00,406.59,1996,05,24
5038,2336,1996-05-25 00:00:00,,1996,05,25
5039,2337,1996-05-26 00:00:00,,1996,05,26
5040,2338,1996-05-27 00:00:00,407.88,1996,05,27
5041,2339,1996-05-28 00:00:00,408.07,1996,05,28
5042,2340,1996-05-29 00:00:00,408.95,1996,05,29
5043,2341,1996-05-30 00:00:00,408.74,1996,05,30
5044,2342,1996-05-31 00:00:00,407.72,1996,05,31
5045,2343,1996-06-01 00:00:00,,1996,06,01
5046,2344,1996-06-02 00:00:00,,1996,06,02
5047,2345,1996-06-03 00:00:00,408.93,1996,06,03
5048,2346,1996-06-04 00:00:00,408.61,1996,06,04
5049,2347,1996-06-05 00:00:00,409.93,1996,06,05
5050,2348,1996-06-06 00:00:00,,1996,06,06
5051,2349,1996-06-07 00:00:00,411.93,1996,06,07
5052,2350,1996-06-08 00:00:00,,1996,06,08
5053,2351,1996-06-09 00:00:00,,1996,06,09
5054,2352,1996-06-10 00:00:00,410.55,1996,06,10
5055,2353,1996-06-11 00:00:00,410.14,1996,06,11
5056,2354,1996-06-12 00:00:00,409.93,1996,06,12
5057,2355,1996-06-13 00:00:00,410.07,1996,06,13
5058,2356,1996-06-14 00:00:00,409.69,1996,06,14
5059,2357,1996-06-15 00:00:00,,1996,06,15
5060,2358,1996-06-16 00:00:00,,1996,06,16
5061,2359,1996-06-17 00:00:00,409.14,1996,06,17
5062,2360,1996-06-18 00:00:00,410.32,1996,06,18
5063,2361,1996-06-19 00:00:00,409.17,1996,06,19
5064,2362,1996-06-20 00:00:00,408.4,1996,06,20
5065,2363,1996-06-21 00:00:00,408.93,1996,06,21
5066,2364,1996-06-22 00:00:00,,1996,06,22
5067,2365,1996-06-23 00:00:00,,1996,06,23
5068,2366,1996-06-24 00:00:00,409.7,1996,06,24
5069,2367,1996-06-25 00:00:00,410.99,1996,06,25
5070,2368,1996-06-26 00:00:00,410.63,1996,06,26
5071,2369,1996-06-27 00:00:00,410.35,1996,06,27
5072,2370,1996-06-28 00:00:00,409.68,1996,06,28
5073,2371,1996-06-29 00:00:00,,1996,06,29
5074,2372,1996-06-30 00:00:00,,1996,06,30
5075,2373,1996-07-01 00:00:00,410.73,1996,07,01
5076,2374,1996-07-02 00:00:00,410.77,1996,07,02
5077,2375,1996-07-03 00:00:00,411.6,1996,07,03
5078,2376,1996-07-04 00:00:00,411.34,1996,07,04
5079,2377,1996-07-05 00:00:00,411.11,1996,07,05
5080,2378,1996-07-06 00:00:00,,1996,07,06
5081,2379,1996-07-07 00:00:00,,1996,07,07
5082,2380,1996-07-08 00:00:00,411.85,1996,07,08
5083,2381,1996-07-09 00:00:00,412.03,1996,07,09
5084,2382,1996-07-10 00:00:00,411.55,1996,07,10
5085,2383,1996-07-11 00:00:00,411.29,1996,07,11
5086,2384,1996-07-12 00:00:00,411.13,1996,07,12
5087,2385,1996-07-13 00:00:00,,1996,07,13
5088,2386,1996-07-14 00:00:00,,1996,07,14
5089,2387,1996-07-15 00:00:00,411.4,1996,07,15
5090,2388,1996-07-16 00:00:00,411.35,1996,07,16
5091,2389,1996-07-17 00:00:00,409.59,1996,07,17
