,index,Periodo,1.Dólar observado,year,mes,dia
11103,1096,2013-01-01 00:00:00,,2013,01,01
11104,1097,2013-01-02 00:00:00,479.96,2013,01,02
11105,1098,2013-01-03 00:00:00,475.31,2013,01,03
11106,1099,2013-01-04 00:00:00,473.25,2013,01,04
11107,1100,2013-01-05 00:00:00,,2013,01,05
11108,1101,2013-01-06 00:00:00,,2013,01,06
11109,1102,2013-01-07 00:00:00,473.13,2013,01,07
11110,1103,2013-01-08 00:00:00,471.47,2013,01,08
11111,1104,2013-01-09 00:00:00,471.36,2013,01,09
11112,1105,2013-01-10 00:00:00,471.15,2013,01,10
11113,1106,2013-01-11 00:00:00,470.67,2013,01,11
11114,1107,2013-01-12 00:00:00,,2013,01,12
11115,1108,2013-01-13 00:00:00,,2013,01,13
11116,1109,2013-01-14 00:00:00,471.92,2013,01,14
11117,1110,2013-01-15 00:00:00,472.62,2013,01,15
11118,1111,2013-01-16 00:00:00,474.9,2013,01,16
11119,1112,2013-01-17 00:00:00,475.47,2013,01,17
11120,1113,2013-01-18 00:00:00,473.06,2013,01,18
11121,1114,2013-01-19 00:00:00,,2013,01,19
11122,1115,2013-01-20 00:00:00,,2013,01,20
11123,1116,2013-01-21 00:00:00,471.63,2013,01,21
11124,1117,2013-01-22 00:00:00,472.02,2013,01,22
11125,1118,2013-01-23 00:00:00,471.45,2013,01,23
11126,1119,2013-01-24 00:00:00,470.98,2013,01,24
11127,1120,2013-01-25 00:00:00,470.68,2013,01,25
11128,1121,2013-01-26 00:00:00,,2013,01,26
11129,1122,2013-01-27 00:00:00,,2013,01,27
11130,1123,2013-01-28 00:00:00,470.99,2013,01,28
11131,1124,2013-01-29 00:00:00,472.56,2013,01,29
11132,1125,2013-01-30 00:00:00,472.73,2013,01,30
11133,1126,2013-01-31 00:00:00,471.4,2013,01,31
11134,1127,2013-02-01 00:00:00,471.44,2013,02,01
11135,1128,2013-02-02 00:00:00,,2013,02,02
11136,1129,2013-02-03 00:00:00,,2013,02,03
11137,1130,2013-02-04 00:00:00,471.64,2013,02,04
11138,1131,2013-02-05 00:00:00,472.27,2013,02,05
11139,1132,2013-02-06 00:00:00,472.39,2013,02,06
11140,1133,2013-02-07 00:00:00,473.23,2013,02,07
11141,1134,2013-02-08 00:00:00,472.62,2013,02,08
11142,1135,2013-02-09 00:00:00,,2013,02,09
11143,1136,2013-02-10 00:00:00,,2013,02,10
11144,1137,2013-02-11 00:00:00,472.55,2013,02,11
11145,1138,2013-02-12 00:00:00,472.71,2013,02,12
11146,1139,2013-02-13 00:00:00,472.2,2013,02,13
11147,1140,2013-02-14 00:00:00,470.67,2013,02,14
11148,1141,2013-02-15 00:00:00,470.83,2013,02,15
11149,1142,2013-02-16 00:00:00,,2013,02,16
11150,1143,2013-02-17 00:00:00,,2013,02,17
11151,1144,2013-02-18 00:00:00,470.87,2013,02,18
11152,1145,2013-02-19 00:00:00,471.89,2013,02,19
11153,1146,2013-02-20 00:00:00,472.21,2013,02,20
11154,1147,2013-02-21 00:00:00,472.83,2013,02,21
11155,1148,2013-02-22 00:00:00,473.6,2013,02,22
11156,1149,2013-02-23 00:00:00,,2013,02,23
11157,1150,2013-02-24 00:00:00,,2013,02,24
11158,1151,2013-02-25 00:00:00,473.18,2013,02,25
11159,1152,2013-02-26 00:00:00,473.02,2013,02,26
11160,1153,2013-02-27 00:00:00,473.44,2013,02,27
11161,1154,2013-02-28 00:00:00,473.3,2013,02,28
11162,1155,2013-03-01 00:00:00,472.96,2013,03,01
11163,1156,2013-03-02 00:00:00,,2013,03,02
11164,1157,2013-03-03 00:00:00,,2013,03,03
11165,1158,2013-03-04 00:00:00,474.31,2013,03,04
11166,1159,2013-03-05 00:00:00,474.82,2013,03,05
11167,1160,2013-03-06 00:00:00,473.01,2013,03,06
11168,1161,2013-03-07 00:00:00,472.7,2013,03,07
11169,1162,2013-03-08 00:00:00,472.06,2013,03,08
11170,1163,2013-03-09 00:00:00,,2013,03,09
11171,1164,2013-03-10 00:00:00,,2013,03,10
11172,1165,2013-03-11 00:00:00,471.9,2013,03,11
11173,1166,2013-03-12 00:00:00,471.69,2013,03,12
11174,1167,2013-03-13 00:00:00,471.16,2013,03,13
11175,1168,2013-03-14 00:00:00,471.28,2013,03,14
11176,1169,2013-03-15 00:00:00,471.1,2013,03,15
11177,1170,2013-03-16 00:00:00,,2013,03,16
11178,1171,2013-03-17 00:00:00,,2013,03,17
11179,1172,2013-03-18 00:00:00,471.63,2013,03,18
11180,1173,2013-03-19 00:00:00,472.38,2013,03,19
11181,1174,2013-03-20 00:00:00,472.34,2013,03,20
11182,1175,2013-03-21 00:00:00,472.79,2013,03,21
11183,1176,2013-03-22 00:00:00,473.03,2013,03,22
11184,1177,2013-03-23 00:00:00,,2013,03,23
11185,1178,2013-03-24 00:00:00,,2013,03,24
11186,1179,2013-03-25 00:00:00,472.77,2013,03,25
11187,1180,2013-03-26 00:00:00,472.6,2013,03,26
11188,1181,2013-03-27 00:00:00,472.61,2013,03,27
11189,1182,2013-03-28 00:00:00,472.54,2013,03,28
11190,1183,2013-03-29 00:00:00,,2013,03,29
11191,1184,2013-03-30 00:00:00,,2013,03,30
11192,1185,2013-03-31 00:00:00,,2013,03,31
11193,1186,2013-04-01 00:00:00,472.03,2013,04,01
11194,1187,2013-04-02 00:00:00,472.51,2013,04,02
11195,1188,2013-04-03 00:00:00,472.55,2013,04,03
11196,1189,2013-04-04 00:00:00,472.38,2013,04,04
11197,1190,2013-04-05 00:00:00,470.83,2013,04,05
11198,1191,2013-04-06 00:00:00,,2013,04,06
11199,1192,2013-04-07 00:00:00,,2013,04,07
11200,1193,2013-04-08 00:00:00,469.28,2013,04,08
11201,1194,2013-04-09 00:00:00,467.38,2013,04,09
11202,1195,2013-04-10 00:00:00,466.5,2013,04,10
11203,1196,2013-04-11 00:00:00,468.54,2013,04,11
11204,1197,2013-04-12 00:00:00,468.74,2013,04,12
11205,1198,2013-04-13 00:00:00,,2013,04,13
11206,1199,2013-04-14 00:00:00,,2013,04,14
11207,1200,2013-04-15 00:00:00,469.24,2013,04,15
11208,1201,2013-04-16 00:00:00,472.12,2013,04,16
11209,1202,2013-04-17 00:00:00,472.07,2013,04,17
11210,1203,2013-04-18 00:00:00,473.8,2013,04,18
11211,1204,2013-04-19 00:00:00,475.93,2013,04,19
11212,1205,2013-04-20 00:00:00,,2013,04,20
11213,1206,2013-04-21 00:00:00,,2013,04,21
11214,1207,2013-04-22 00:00:00,476.8,2013,04,22
11215,1208,2013-04-23 00:00:00,477.74,2013,04,23
11216,1209,2013-04-24 00:00:00,477.42,2013,04,24
11217,1210,2013-04-25 00:00:00,474.84,2013,04,25
11218,1211,2013-04-26 00:00:00,472.73,2013,04,26
11219,1212,2013-04-27 00:00:00,,2013,04,27
