,index,Periodo,1.Dólar observado,year,mes,dia
7450,1096,2003-01-01 00:00:00,,2003,01,01
7451,1097,2003-01-02 00:00:00,718.61,2003,01,02
7452,1098,2003-01-03 00:00:00,718.73,2003,01,03
7453,1099,2003-01-04 00:00:00,,2003,01,04
7454,1100,2003-01-05 00:00:00,,2003,01,05
7455,1101,2003-01-06 00:00:00,715.76,2003,01,06
7456,1102,2003-01-07 00:00:00,710.19,2003,01,07
7457,1103,2003-01-08 00:00:00,713.4,2003,01,08
7458,1104,2003-01-09 00:00:00,709.22,2003,01,09
7459,1105,2003-01-10 00:00:00,711.75,2003,01,10
7460,1106,2003-01-11 00:00:00,,2003,01,11
7461,1107,2003-01-12 00:00:00,,2003,01,12
7462,1108,2003-01-13 00:00:00,713.07,2003,01,13
7463,1109,2003-01-14 00:00:00,710.75,2003,01,14
7464,1110,2003-01-15 00:00:00,712.61,2003,01,15
7465,1111,2003-01-16 00:00:00,716.96,2003,01,16
7466,1112,2003-01-17 00:00:00,720.66,2003,01,17
7467,1113,2003-01-18 00:00:00,,2003,01,18
7468,1114,2003-01-19 00:00:00,,2003,01,19
7469,1115,2003-01-20 00:00:00,726.68,2003,01,20
7470,1116,2003-01-21 00:00:00,725.56,2003,01,21
7471,1117,2003-01-22 00:00:00,726.56,2003,01,22
7472,1118,2003-01-23 00:00:00,732.55,2003,01,23
7473,1119,2003-01-24 00:00:00,728.97,2003,01,24
7474,1120,2003-01-25 00:00:00,,2003,01,25
7475,1121,2003-01-26 00:00:00,,2003,01,26
7476,1122,2003-01-27 00:00:00,734.35,2003,01,27
7477,1123,2003-01-28 00:00:00,737.84,2003,01,28
7478,1124,2003-01-29 00:00:00,737.08,2003,01,29
7479,1125,2003-01-30 00:00:00,738.87,2003,01,30
7480,1126,2003-01-31 00:00:00,734.34,2003,01,31
7481,1127,2003-02-01 00:00:00,,2003,02,01
7482,1128,2003-02-02 00:00:00,,2003,02,02
7483,1129,2003-02-03 00:00:00,736.15,2003,02,03
7484,1130,2003-02-04 00:00:00,733.1,2003,02,04
7485,1131,2003-02-05 00:00:00,738.85,2003,02,05
7486,1132,2003-02-06 00:00:00,744.67,2003,02,06
7487,1133,2003-02-07 00:00:00,743.13,2003,02,07
