,index,Periodo,1.Dólar observado,year,mes,dia
7085,731,2002-01-01 00:00:00,,2002,01,01
7086,732,2002-01-02 00:00:00,654.79,2002,01,02
7087,733,2002-01-03 00:00:00,658.31,2002,01,03
7088,734,2002-01-04 00:00:00,648.69,2002,01,04
7089,735,2002-01-05 00:00:00,,2002,01,05
7090,736,2002-01-06 00:00:00,,2002,01,06
7091,737,2002-01-07 00:00:00,650.28,2002,01,07
7092,738,2002-01-08 00:00:00,654.63,2002,01,08
7093,739,2002-01-09 00:00:00,657.3,2002,01,09
7094,740,2002-01-10 00:00:00,667.71,2002,01,10
7095,741,2002-01-11 00:00:00,676.2,2002,01,11
7096,742,2002-01-12 00:00:00,,2002,01,12
7097,743,2002-01-13 00:00:00,,2002,01,13
7098,744,2002-01-14 00:00:00,683.11,2002,01,14
7099,745,2002-01-15 00:00:00,674.04,2002,01,15
7100,746,2002-01-16 00:00:00,663.97,2002,01,16
7101,747,2002-01-17 00:00:00,672.68,2002,01,17
7102,748,2002-01-18 00:00:00,666.76,2002,01,18
7103,749,2002-01-19 00:00:00,,2002,01,19
7104,750,2002-01-20 00:00:00,,2002,01,20
7105,751,2002-01-21 00:00:00,670.23,2002,01,21
7106,752,2002-01-22 00:00:00,670.37,2002,01,22
7107,753,2002-01-23 00:00:00,668.01,2002,01,23
7108,754,2002-01-24 00:00:00,668.46,2002,01,24
7109,755,2002-01-25 00:00:00,672.47,2002,01,25
7110,756,2002-01-26 00:00:00,,2002,01,26
7111,757,2002-01-27 00:00:00,,2002,01,27
7112,758,2002-01-28 00:00:00,671.31,2002,01,28
7113,759,2002-01-29 00:00:00,674.36,2002,01,29
7114,760,2002-01-30 00:00:00,678.33,2002,01,30
7115,761,2002-01-31 00:00:00,678.19,2002,01,31
7116,762,2002-02-01 00:00:00,676.23,2002,02,01
7117,763,2002-02-02 00:00:00,,2002,02,02
7118,764,2002-02-03 00:00:00,,2002,02,03
7119,765,2002-02-04 00:00:00,677.76,2002,02,04
7120,766,2002-02-05 00:00:00,684.38,2002,02,05
7121,767,2002-02-06 00:00:00,687.3,2002,02,06
7122,768,2002-02-07 00:00:00,687.29,2002,02,07
7123,769,2002-02-08 00:00:00,688.98,2002,02,08
7124,770,2002-02-09 00:00:00,,2002,02,09
