,index,Periodo,1.Dólar observado,year,mes,dia
510,510,1984-01-01 00:00:00,,1984,01,01
511,511,1984-01-02 00:00:00,87.54,1984,01,02
512,512,1984-01-03 00:00:00,87.62,1984,01,03
513,513,1984-01-04 00:00:00,87.63,1984,01,04
514,514,1984-01-05 00:00:00,87.66,1984,01,05
515,515,1984-01-06 00:00:00,87.68,1984,01,06
516,516,1984-01-07 00:00:00,,1984,01,07
517,517,1984-01-08 00:00:00,,1984,01,08
518,518,1984-01-09 00:00:00,87.7,1984,01,09
519,519,1984-01-10 00:00:00,87.77,1984,01,10
520,520,1984-01-11 00:00:00,87.78,1984,01,11
521,521,1984-01-12 00:00:00,87.79,1984,01,12
522,522,1984-01-13 00:00:00,87.81,1984,01,13
523,523,1984-01-14 00:00:00,,1984,01,14
524,524,1984-01-15 00:00:00,,1984,01,15
525,525,1984-01-16 00:00:00,87.81,1984,01,16
526,526,1984-01-17 00:00:00,87.85,1984,01,17
527,527,1984-01-18 00:00:00,87.85,1984,01,18
528,528,1984-01-19 00:00:00,87.87,1984,01,19
529,529,1984-01-20 00:00:00,87.9,1984,01,20
530,530,1984-01-21 00:00:00,,1984,01,21
531,531,1984-01-22 00:00:00,,1984,01,22
532,532,1984-01-23 00:00:00,87.9,1984,01,23
533,533,1984-01-24 00:00:00,87.92,1984,01,24
534,534,1984-01-25 00:00:00,87.95,1984,01,25
535,535,1984-01-26 00:00:00,87.98,1984,01,26
536,536,1984-01-27 00:00:00,87.96,1984,01,27
537,537,1984-01-28 00:00:00,,1984,01,28
538,538,1984-01-29 00:00:00,,1984,01,29
539,539,1984-01-30 00:00:00,88.01,1984,01,30
540,540,1984-01-31 00:00:00,88.01,1984,01,31
541,541,1984-02-01 00:00:00,88.01,1984,02,01
542,542,1984-02-02 00:00:00,88.02,1984,02,02
543,543,1984-02-03 00:00:00,88.05,1984,02,03
544,544,1984-02-04 00:00:00,,1984,02,04
545,545,1984-02-05 00:00:00,,1984,02,05
546,546,1984-02-06 00:00:00,88.08,1984,02,06
547,547,1984-02-07 00:00:00,88.09,1984,02,07
548,548,1984-02-08 00:00:00,88.09,1984,02,08
549,549,1984-02-09 00:00:00,88.1,1984,02,09
550,550,1984-02-10 00:00:00,88.09,1984,02,10
551,551,1984-02-11 00:00:00,,1984,02,11
552,552,1984-02-12 00:00:00,,1984,02,12
553,553,1984-02-13 00:00:00,88.1,1984,02,13
554,554,1984-02-14 00:00:00,88.13,1984,02,14
555,555,1984-02-15 00:00:00,88.15,1984,02,15
556,556,1984-02-16 00:00:00,88.19,1984,02,16
557,557,1984-02-17 00:00:00,88.14,1984,02,17
558,558,1984-02-18 00:00:00,,1984,02,18
559,559,1984-02-19 00:00:00,,1984,02,19
560,560,1984-02-20 00:00:00,88.14,1984,02,20
561,561,1984-02-21 00:00:00,88.16,1984,02,21
562,562,1984-02-22 00:00:00,88.17,1984,02,22
563,563,1984-02-23 00:00:00,88.15,1984,02,23
564,564,1984-02-24 00:00:00,88.18,1984,02,24
565,565,1984-02-25 00:00:00,,1984,02,25
566,566,1984-02-26 00:00:00,,1984,02,26
567,567,1984-02-27 00:00:00,88.18,1984,02,27
568,568,1984-02-28 00:00:00,88.16,1984,02,28
569,569,1984-02-29 00:00:00,88.2,1984,02,29
570,570,1984-03-01 00:00:00,88.18,1984,03,01
571,571,1984-03-02 00:00:00,88.18,1984,03,02
572,572,1984-03-03 00:00:00,,1984,03,03
573,573,1984-03-04 00:00:00,,1984,03,04
574,574,1984-03-05 00:00:00,88.17,1984,03,05
575,575,1984-03-06 00:00:00,88.2,1984,03,06
576,576,1984-03-07 00:00:00,88.21,1984,03,07
577,577,1984-03-08 00:00:00,88.19,1984,03,08
578,578,1984-03-09 00:00:00,88.2,1984,03,09
579,579,1984-03-10 00:00:00,,1984,03,10
580,580,1984-03-11 00:00:00,,1984,03,11
581,581,1984-03-12 00:00:00,88.22,1984,03,12
582,582,1984-03-13 00:00:00,88.19,1984,03,13
583,583,1984-03-14 00:00:00,88.21,1984,03,14
584,584,1984-03-15 00:00:00,88.19,1984,03,15
585,585,1984-03-16 00:00:00,88.19,1984,03,16
586,586,1984-03-17 00:00:00,,1984,03,17
587,587,1984-03-18 00:00:00,,1984,03,18
588,588,1984-03-19 00:00:00,88.2,1984,03,19
589,589,1984-03-20 00:00:00,88.2,1984,03,20
590,590,1984-03-21 00:00:00,88.21,1984,03,21
591,591,1984-03-22 00:00:00,88.21,1984,03,22
592,592,1984-03-23 00:00:00,88.2,1984,03,23
593,593,1984-03-24 00:00:00,,1984,03,24
594,594,1984-03-25 00:00:00,,1984,03,25
595,595,1984-03-26 00:00:00,88.17,1984,03,26
