,index,Periodo,1.Dólar observado,year,mes,dia
8911,2557,2007-01-01 00:00:00,,2007,01,01
8912,2558,2007-01-02 00:00:00,532.39,2007,01,02
8913,2559,2007-01-03 00:00:00,534.42,2007,01,03
8914,2560,2007-01-04 00:00:00,538.22,2007,01,04
8915,2561,2007-01-05 00:00:00,540.69,2007,01,05
8916,2562,2007-01-06 00:00:00,,2007,01,06
8917,2563,2007-01-07 00:00:00,,2007,01,07
8918,2564,2007-01-08 00:00:00,540.41,2007,01,08
8919,2565,2007-01-09 00:00:00,543.15,2007,01,09
8920,2566,2007-01-10 00:00:00,542.27,2007,01,10
8921,2567,2007-01-11 00:00:00,543.29,2007,01,11
8922,2568,2007-01-12 00:00:00,538.27,2007,01,12
8923,2569,2007-01-13 00:00:00,,2007,01,13
8924,2570,2007-01-14 00:00:00,,2007,01,14
8925,2571,2007-01-15 00:00:00,539.74,2007,01,15
8926,2572,2007-01-16 00:00:00,540.38,2007,01,16
8927,2573,2007-01-17 00:00:00,542.59,2007,01,17
8928,2574,2007-01-18 00:00:00,542.75,2007,01,18
8929,2575,2007-01-19 00:00:00,540.98,2007,01,19
8930,2576,2007-01-20 00:00:00,,2007,01,20
8931,2577,2007-01-21 00:00:00,,2007,01,21
8932,2578,2007-01-22 00:00:00,541.54,2007,01,22
8933,2579,2007-01-23 00:00:00,540.1,2007,01,23
8934,2580,2007-01-24 00:00:00,540.84,2007,01,24
8935,2581,2007-01-25 00:00:00,539.05,2007,01,25
8936,2582,2007-01-26 00:00:00,538.88,2007,01,26
8937,2583,2007-01-27 00:00:00,,2007,01,27
8938,2584,2007-01-28 00:00:00,,2007,01,28
8939,2585,2007-01-29 00:00:00,542.12,2007,01,29
8940,2586,2007-01-30 00:00:00,543.96,2007,01,30
8941,2587,2007-01-31 00:00:00,545.18,2007,01,31
8942,2588,2007-02-01 00:00:00,544.49,2007,02,01
8943,2589,2007-02-02 00:00:00,543.07,2007,02,02
8944,2590,2007-02-03 00:00:00,,2007,02,03
8945,2591,2007-02-04 00:00:00,,2007,02,04
8946,2592,2007-02-05 00:00:00,546.31,2007,02,05
8947,2593,2007-02-06 00:00:00,547.07,2007,02,06
8948,2594,2007-02-07 00:00:00,547.24,2007,02,07
8949,2595,2007-02-08 00:00:00,548.67,2007,02,08
8950,2596,2007-02-09 00:00:00,548.22,2007,02,09
8951,2597,2007-02-10 00:00:00,,2007,02,10
8952,2598,2007-02-11 00:00:00,,2007,02,11
8953,2599,2007-02-12 00:00:00,545.84,2007,02,12
8954,2600,2007-02-13 00:00:00,546.43,2007,02,13
8955,2601,2007-02-14 00:00:00,543.94,2007,02,14
8956,2602,2007-02-15 00:00:00,540.67,2007,02,15
8957,2603,2007-02-16 00:00:00,539.07,2007,02,16
8958,2604,2007-02-17 00:00:00,,2007,02,17
8959,2605,2007-02-18 00:00:00,,2007,02,18
8960,2606,2007-02-19 00:00:00,540.04,2007,02,19
8961,2607,2007-02-20 00:00:00,539.58,2007,02,20
8962,2608,2007-02-21 00:00:00,539.06,2007,02,21
8963,2609,2007-02-22 00:00:00,539.69,2007,02,22
8964,2610,2007-02-23 00:00:00,536.21,2007,02,23
8965,2611,2007-02-24 00:00:00,,2007,02,24
8966,2612,2007-02-25 00:00:00,,2007,02,25
8967,2613,2007-02-26 00:00:00,536.02,2007,02,26
8968,2614,2007-02-27 00:00:00,535.29,2007,02,27
8969,2615,2007-02-28 00:00:00,538.42,2007,02,28
8970,2616,2007-03-01 00:00:00,540.07,2007,03,01
8971,2617,2007-03-02 00:00:00,541.42,2007,03,02
8972,2618,2007-03-03 00:00:00,,2007,03,03
8973,2619,2007-03-04 00:00:00,,2007,03,04
8974,2620,2007-03-05 00:00:00,540.49,2007,03,05
8975,2621,2007-03-06 00:00:00,541.95,2007,03,06
8976,2622,2007-03-07 00:00:00,537.85,2007,03,07
8977,2623,2007-03-08 00:00:00,537.43,2007,03,08
8978,2624,2007-03-09 00:00:00,536.81,2007,03,09
8979,2625,2007-03-10 00:00:00,,2007,03,10
8980,2626,2007-03-11 00:00:00,,2007,03,11
8981,2627,2007-03-12 00:00:00,538.54,2007,03,12
8982,2628,2007-03-13 00:00:00,539.2,2007,03,13
8983,2629,2007-03-14 00:00:00,539.24,2007,03,14
8984,2630,2007-03-15 00:00:00,540.15,2007,03,15
8985,2631,2007-03-16 00:00:00,538.01,2007,03,16
8986,2632,2007-03-17 00:00:00,,2007,03,17
8987,2633,2007-03-18 00:00:00,,2007,03,18
8988,2634,2007-03-19 00:00:00,536.97,2007,03,19
8989,2635,2007-03-20 00:00:00,536.02,2007,03,20
8990,2636,2007-03-21 00:00:00,535.8,2007,03,21
8991,2637,2007-03-22 00:00:00,535.77,2007,03,22
8992,2638,2007-03-23 00:00:00,535.36,2007,03,23
8993,2639,2007-03-24 00:00:00,,2007,03,24
8994,2640,2007-03-25 00:00:00,,2007,03,25
8995,2641,2007-03-26 00:00:00,537.45,2007,03,26
8996,2642,2007-03-27 00:00:00,538.49,2007,03,27
8997,2643,2007-03-28 00:00:00,539.57,2007,03,28
8998,2644,2007-03-29 00:00:00,540.77,2007,03,29
8999,2645,2007-03-30 00:00:00,539.37,2007,03,30
9000,2646,2007-03-31 00:00:00,,2007,03,31
9001,2647,2007-04-01 00:00:00,,2007,04,01
9002,2648,2007-04-02 00:00:00,539.21,2007,04,02
9003,2649,2007-04-03 00:00:00,539.69,2007,04,03
9004,2650,2007-04-04 00:00:00,537.86,2007,04,04
9005,2651,2007-04-05 00:00:00,537.53,2007,04,05
9006,2652,2007-04-06 00:00:00,,2007,04,06
9007,2653,2007-04-07 00:00:00,,2007,04,07
9008,2654,2007-04-08 00:00:00,,2007,04,08
9009,2655,2007-04-09 00:00:00,536.81,2007,04,09
9010,2656,2007-04-10 00:00:00,535.45,2007,04,10
9011,2657,2007-04-11 00:00:00,534.93,2007,04,11
9012,2658,2007-04-12 00:00:00,532.75,2007,04,12
9013,2659,2007-04-13 00:00:00,532.52,2007,04,13
9014,2660,2007-04-14 00:00:00,,2007,04,14
9015,2661,2007-04-15 00:00:00,,2007,04,15
9016,2662,2007-04-16 00:00:00,532.02,2007,04,16
9017,2663,2007-04-17 00:00:00,530.51,2007,04,17
9018,2664,2007-04-18 00:00:00,529.28,2007,04,18
9019,2665,2007-04-19 00:00:00,529.31,2007,04,19
9020,2666,2007-04-20 00:00:00,530.14,2007,04,20
