,index,Periodo,1.Dólar observado,year,mes,dia
7815,1461,2004-01-01 00:00:00,,2004,01,01
7816,1462,2004-01-02 00:00:00,593.8,2004,01,02
7817,1463,2004-01-03 00:00:00,,2004,01,03
7818,1464,2004-01-04 00:00:00,,2004,01,04
7819,1465,2004-01-05 00:00:00,587.69,2004,01,05
7820,1466,2004-01-06 00:00:00,579.43,2004,01,06
7821,1467,2004-01-07 00:00:00,565.18,2004,01,07
7822,1468,2004-01-08 00:00:00,567.83,2004,01,08
7823,1469,2004-01-09 00:00:00,568.61,2004,01,09
7824,1470,2004-01-10 00:00:00,,2004,01,10
7825,1471,2004-01-11 00:00:00,,2004,01,11
7826,1472,2004-01-12 00:00:00,560.51,2004,01,12
7827,1473,2004-01-13 00:00:00,559.21,2004,01,13
7828,1474,2004-01-14 00:00:00,563.65,2004,01,14
7829,1475,2004-01-15 00:00:00,572.08,2004,01,15
7830,1476,2004-01-16 00:00:00,569.56,2004,01,16
7831,1477,2004-01-17 00:00:00,,2004,01,17
7832,1478,2004-01-18 00:00:00,,2004,01,18
7833,1479,2004-01-19 00:00:00,577.4,2004,01,19
7834,1480,2004-01-20 00:00:00,572.69,2004,01,20
7835,1481,2004-01-21 00:00:00,567.13,2004,01,21
7836,1482,2004-01-22 00:00:00,564.83,2004,01,22
7837,1483,2004-01-23 00:00:00,565.76,2004,01,23
7838,1484,2004-01-24 00:00:00,,2004,01,24
7839,1485,2004-01-25 00:00:00,,2004,01,25
7840,1486,2004-01-26 00:00:00,573.19,2004,01,26
7841,1487,2004-01-27 00:00:00,578.61,2004,01,27
7842,1488,2004-01-28 00:00:00,577.5,2004,01,28
7843,1489,2004-01-29 00:00:00,585.03,2004,01,29
7844,1490,2004-01-30 00:00:00,596.78,2004,01,30
7845,1491,2004-01-31 00:00:00,,2004,01,31
7846,1492,2004-02-01 00:00:00,,2004,02,01
7847,1493,2004-02-02 00:00:00,591.42,2004,02,02
7848,1494,2004-02-03 00:00:00,577.27,2004,02,03
7849,1495,2004-02-04 00:00:00,581.18,2004,02,04
7850,1496,2004-02-05 00:00:00,587.3,2004,02,05
7851,1497,2004-02-06 00:00:00,595.34,2004,02,06
7852,1498,2004-02-07 00:00:00,,2004,02,07
7853,1499,2004-02-08 00:00:00,,2004,02,08
7854,1500,2004-02-09 00:00:00,598.6,2004,02,09
7855,1501,2004-02-10 00:00:00,586.96,2004,02,10
7856,1502,2004-02-11 00:00:00,583.23,2004,02,11
7857,1503,2004-02-12 00:00:00,582.45,2004,02,12
7858,1504,2004-02-13 00:00:00,577.01,2004,02,13
7859,1505,2004-02-14 00:00:00,,2004,02,14
7860,1506,2004-02-15 00:00:00,,2004,02,15
7861,1507,2004-02-16 00:00:00,576.4,2004,02,16
7862,1508,2004-02-17 00:00:00,579.8,2004,02,17
7863,1509,2004-02-18 00:00:00,572.55,2004,02,18
7864,1510,2004-02-19 00:00:00,571.35,2004,02,19
7865,1511,2004-02-20 00:00:00,581.24,2004,02,20
7866,1512,2004-02-21 00:00:00,,2004,02,21
7867,1513,2004-02-22 00:00:00,,2004,02,22
7868,1514,2004-02-23 00:00:00,585.28,2004,02,23
7869,1515,2004-02-24 00:00:00,586.65,2004,02,24
7870,1516,2004-02-25 00:00:00,589.75,2004,02,25
7871,1517,2004-02-26 00:00:00,588.02,2004,02,26
7872,1518,2004-02-27 00:00:00,594.32,2004,02,27
7873,1519,2004-02-28 00:00:00,,2004,02,28
7874,1520,2004-02-29 00:00:00,,2004,02,29
7875,1521,2004-03-01 00:00:00,592.87,2004,03,01
7876,1522,2004-03-02 00:00:00,588.04,2004,03,02
7877,1523,2004-03-03 00:00:00,590.28,2004,03,03
7878,1524,2004-03-04 00:00:00,598.86,2004,03,04
7879,1525,2004-03-05 00:00:00,601.38,2004,03,05
7880,1526,2004-03-06 00:00:00,,2004,03,06
7881,1527,2004-03-07 00:00:00,,2004,03,07
7882,1528,2004-03-08 00:00:00,593.22,2004,03,08
7883,1529,2004-03-09 00:00:00,593.47,2004,03,09
7884,1530,2004-03-10 00:00:00,593.96,2004,03,10
7885,1531,2004-03-11 00:00:00,601.1,2004,03,11
7886,1532,2004-03-12 00:00:00,600.8,2004,03,12
7887,1533,2004-03-13 00:00:00,,2004,03,13
7888,1534,2004-03-14 00:00:00,,2004,03,14
7889,1535,2004-03-15 00:00:00,601.4,2004,03,15
7890,1536,2004-03-16 00:00:00,604.56,2004,03,16
7891,1537,2004-03-17 00:00:00,605.71,2004,03,17
7892,1538,2004-03-18 00:00:00,607.91,2004,03,18
7893,1539,2004-03-19 00:00:00,603.35,2004,03,19
7894,1540,2004-03-20 00:00:00,,2004,03,20
7895,1541,2004-03-21 00:00:00,,2004,03,21
7896,1542,2004-03-22 00:00:00,606.96,2004,03,22
7897,1543,2004-03-23 00:00:00,607.64,2004,03,23
7898,1544,2004-03-24 00:00:00,610.69,2004,03,24
7899,1545,2004-03-25 00:00:00,614.62,2004,03,25
7900,1546,2004-03-26 00:00:00,614.51,2004,03,26
7901,1547,2004-03-27 00:00:00,,2004,03,27
7902,1548,2004-03-28 00:00:00,,2004,03,28
7903,1549,2004-03-29 00:00:00,617.15,2004,03,29
7904,1550,2004-03-30 00:00:00,618.29,2004,03,30
7905,1551,2004-03-31 00:00:00,623.21,2004,03,31
7906,1552,2004-04-01 00:00:00,616.41,2004,04,01
7907,1553,2004-04-02 00:00:00,610.55,2004,04,02
7908,1554,2004-04-03 00:00:00,,2004,04,03
7909,1555,2004-04-04 00:00:00,,2004,04,04
7910,1556,2004-04-05 00:00:00,609.36,2004,04,05
7911,1557,2004-04-06 00:00:00,605.7,2004,04,06
7912,1558,2004-04-07 00:00:00,603.91,2004,04,07
7913,1559,2004-04-08 00:00:00,606.83,2004,04,08
7914,1560,2004-04-09 00:00:00,,2004,04,09
7915,1561,2004-04-10 00:00:00,,2004,04,10
7916,1562,2004-04-11 00:00:00,,2004,04,11
7917,1563,2004-04-12 00:00:00,601.36,2004,04,12
7918,1564,2004-04-13 00:00:00,599.56,2004,04,13
7919,1565,2004-04-14 00:00:00,596.61,2004,04,14
7920,1566,2004-04-15 00:00:00,603.77,2004,04,15
