,index,Periodo,1.Dólar observado,year,mes,dia
5259,2557,1997-01-01 00:00:00,,1997,01,01
5260,2558,1997-01-02 00:00:00,424.87,1997,01,02
5261,2559,1997-01-03 00:00:00,424.29,1997,01,03
5262,2560,1997-01-04 00:00:00,,1997,01,04
5263,2561,1997-01-05 00:00:00,,1997,01,05
5264,2562,1997-01-06 00:00:00,424.41,1997,01,06
5265,2563,1997-01-07 00:00:00,425.41,1997,01,07
5266,2564,1997-01-08 00:00:00,424.34,1997,01,08
5267,2565,1997-01-09 00:00:00,425.29,1997,01,09
5268,2566,1997-01-10 00:00:00,425.17,1997,01,10
5269,2567,1997-01-11 00:00:00,,1997,01,11
5270,2568,1997-01-12 00:00:00,,1997,01,12
5271,2569,1997-01-13 00:00:00,425.18,1997,01,13
5272,2570,1997-01-14 00:00:00,425.45,1997,01,14
5273,2571,1997-01-15 00:00:00,425.34,1997,01,15
5274,2572,1997-01-16 00:00:00,425.75,1997,01,16
5275,2573,1997-01-17 00:00:00,425.26,1997,01,17
5276,2574,1997-01-18 00:00:00,,1997,01,18
5277,2575,1997-01-19 00:00:00,,1997,01,19
5278,2576,1997-01-20 00:00:00,425.89,1997,01,20
5279,2577,1997-01-21 00:00:00,427.94,1997,01,21
5280,2578,1997-01-22 00:00:00,421.95,1997,01,22
5281,2579,1997-01-23 00:00:00,422.13,1997,01,23
5282,2580,1997-01-24 00:00:00,422.22,1997,01,24
5283,2581,1997-01-25 00:00:00,,1997,01,25
5284,2582,1997-01-26 00:00:00,,1997,01,26
5285,2583,1997-01-27 00:00:00,421.69,1997,01,27
5286,2584,1997-01-28 00:00:00,420.75,1997,01,28
5287,2585,1997-01-29 00:00:00,420.55,1997,01,29
5288,2586,1997-01-30 00:00:00,420.07,1997,01,30
5289,2587,1997-01-31 00:00:00,419.5,1997,01,31
5290,2588,1997-02-01 00:00:00,,1997,02,01
5291,2589,1997-02-02 00:00:00,,1997,02,02
5292,2590,1997-02-03 00:00:00,420.11,1997,02,03
5293,2591,1997-02-04 00:00:00,419.64,1997,02,04
